Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-June-2018,336.85,336.85,328.8,330.55,331.7382796,452223,5656,150019680,172417,38.13,8.05,-6.3
18-June-2018,331,333.7,327.6,331.25,331.2696438,329023,3682,108995332,102355,31.11,6.1,0.25
19-June-2018,331.25,334.25,328.6,330.4,331.2730323,237525,3069,78685627,65477,27.57,5.65,-0.85
20-June-2018,330.7,337.1,330.7,335.9,335.1328759,386180,3622,129421614,95113,24.63,6.4,5.2
21-June-2018,335.95,337.6,331.4,332.9,334.2812578,228975,3380,76542051,69271,30.25,6.2,-3.05
22-June-2018,334,336,329.45,335.2,332.3922708,240543,2396,79954634,57347,23.84,6.55,1.2
25-June-2018,335.1,338.75,332.45,334.2,336.1514418,271497,2944,91264108,66635,24.54,6.3,-0.9
26-June-2018,332.1,337.7,332.1,335.9,335.4669817,215865,3358,72415580,61106,28.31,5.6,3.8
27-June-2018,335.95,337.95,331.3,335.1,334.5873403,296421,2759,99178714,82679,27.89,6.65,-0.85
28-June-2018,333,335.1,327.35,329.2,330.9987144,240357,2613,79557858,67043,27.89,7.75,-3.8
29-June-2018,330.05,341.5,329.65,339.6,336.9843732,418383,4026,140988533,113681,27.17,11.85,9.55
2-July-2018,340,341.85,332.45,337,336.5016648,263688,4374,88731451,61013,23.14,9.4,-3
3-July-2018,337.1,340.5,335.45,336.8,337.8149265,238435,2789,80546902,44108,18.5,5.05,-0.3
4-July-2018,338.9,339.3,332.7,335.5,334.9709675,211556,1998,70865118,59503,28.13,6.6,-3.4
5-July-2018,339.9,350.75,338.5,348.8,346.4900622,1136019,9855,393619294,240265,21.15,12.25,8.9
6-July-2018,348.8,357.65,347.05,352.4,353.2609405,683221,8091,241355293,170453,24.95,10.6,3.6
9-July-2018,355,366.9,355,361.9,362.2349531,1597306,10485,578600064,905038,56.66,11.9,6.9
10-July-2018,363,373,360.05,371.25,367.7034824,864495,8972,317877822,169682,19.63,12.95,8.25
11-July-2018,372,375,367.45,371.35,370.650994,533879,7908,197882782,106658,19.98,7.55,-0.65
12-July-2018,373,385,373,374.8,379.6898525,920620,8601,349550072,142888,15.52,12,1.8
13-July-2018,376,380.25,367.55,376.4,375.0789697,687200,6127,257754268,89441,13.02,12.7,0.4
16-July-2018,376.15,380.9,369.85,379,374.7299772,500791,7350,187661400,89360,17.84,11.05,2.85
17-July-2018,379.8,385.7,375.65,380.75,381.5108622,640200,7482,244243254,173919,27.17,10.05,0.95
18-July-2018,382.7,387.75,378.05,383.8,383.4909541,490500,5863,188102313,87336,17.81,9.7,1.1
19-July-2018,380,393.35,379.5,391.2,389.6578792,968316,9928,377311959,263050,27.17,13.85,11.2
20-July-2018,392,392.4,385.6,386.65,388.3994569,417234,6323,162053459,77095,18.48,6.8,-5.35
23-July-2018,387.15,392.4,383.1,387.55,387.7576661,377995,3983,146570459,53235,14.08,9.3,0.4
24-July-2018,388,389.75,382.9,384.3,385.6086417,282999,3551,109126860,68622,24.25,6.85,-3.7
25-July-2018,387.4,392.45,382.4,383.45,387.7968495,519467,6907,201447666,122447,23.57,10.05,-3.95
26-July-2018,385.9,386.35,358.75,369.6,373.4955114,1839314,20519,686975523,329996,17.94,27.6,-16.3
27-July-2018,375,376,362.65,369.9,368.275698,1118521,10914,411924102,208811,18.67,13.35,-5.1
30-July-2018,373.9,375,365.35,369.05,369.0450364,506013,5553,186741586,101318,20.02,9.65,-4.85
31-July-2018,371.9,374.75,366.1,367.9,370.5280025,470011,5509,174152237,127357,27.1,8.65,-4
1-August-2018,369.95,371.6,362,366,365.7869926,354260,4247,129583700,100899,28.48,9.6,-3.95
2-August-2018,366,366,356.75,361.75,360.888173,455355,4953,164332234,140388,30.83,9.25,-4.25
3-August-2018,364.5,373.25,364.15,372.45,370.2741574,556217,5887,205952781,142198,25.57,9.1,7.95
6-August-2018,372.7,380,372.65,377.35,377.3724857,706897,5946,266763478,221407,31.32,7.35,4.65
7-August-2018,381,386.3,376.55,381.3,382.0900992,662237,7256,253034201,201802,30.47,9.75,0.3
8-August-2018,382.9,385.4,379.85,382.7,383.3176115,315527,3202,120947056,91140,28.89,5.55,-0.2
9-August-2018,382.7,384.6,378,381.25,380.9383007,308075,2974,117357567,67821,22.01,6.6,-1.45
10-August-2018,382,390.9,381.5,383,387.3636899,764536,8074,296153486,154094,20.16,9.4,1
13-August-2018,380,382.4,368,371.1,375.0662165,496145,5886,186087228,147928,29.82,14.4,-8.9
14-August-2018,369,384.5,368.45,381.75,378.1697779,578980,6741,218952738,94194,16.27,16.05,12.75
16-August-2018,381.95,384.65,374.25,378.7,380.3098009,578265,6134,219919847,111716,19.32,10.4,-3.25
17-August-2018,383.6,395,381,392.95,389.6202626,790828,7360,308122613,211675,26.77,14,9.35
20-August-2018,395.2,404,392.7,393.85,398.7991419,798509,8722,318444704,214167,26.82,11.3,-1.35
21-August-2018,397.45,398,389.5,391,392.3526459,355192,4407,139360521,81383,22.91,8.5,-6.45
23-August-2018,395,395.55,383.6,388.3,388.3153487,441137,4448,171300268,106428,24.13,11.95,-6.7
24-August-2018,389.5,389.5,373.5,374.65,381.9281061,1384763,9911,528879910,694723,50.17,16,-14.85
27-August-2018,377.85,384.7,377.8,383.1,382.3958253,465425,5661,177976577,137293,29.5,6.9,5.25
28-August-2018,387.7,387.7,363,371.35,371.6263402,1389293,14123,516297873,322912,23.24,24.7,-16.35
29-August-2018,371.35,378.7,362.35,366,370.9662292,1249125,13547,463383191,246637,19.74,16.35,-5.35
30-August-2018,369.7,369.85,358.2,361.9,361.0926531,1041163,11614,375956310,367100,35.26,11.65,-7.8
31-August-2018,343,350,338,343.4,343.9216825,4974124,44073,1710709095,1677177,33.72,12,0.4
3-September-2018,347.2,350,338.1,339.6,343.53392,1389358,14311,477291600,393930,28.35,11.9,-7.6
4-September-2018,340.5,343.15,333.1,334.1,336.8721974,1755543,15489,591393628,555478,31.64,10.05,-6.4
5-September-2018,333.95,345,332.35,343.9,339.4583808,1393143,13167,472914067,357046,25.63,12.65,9.95
6-September-2018,347.45,348.25,336.8,339,342.1921192,1147340,9551,392610706,304775,26.56,11.45,-8.45
7-September-2018,342,342,322,323.45,328.3942883,4317435,37636,1417820994,2011755,46.6,20,-18.55
10-September-2018,324,328.7,316,323.75,323.453621,3054127,24230,987868437,917197,30.03,12.7,-0.25
11-September-2018,326,327.75,314.6,316.7,321.4321238,1679440,14290,539825966,500096,29.78,13.15,-9.3
12-September-2018,318,319.7,310.5,314.45,314.6323315,1706431,12995,536898364,314314,18.42,9.2,-3.55
14-September-2018,318.8,328,316.5,323.1,323.8470015,1775396,16486,574956671,418362,23.56,11.5,4.3
17-September-2018,317.5,321.7,316,318.6,319.1461906,1152222,9924,367727262,264339,22.94,5.7,1.1
18-September-2018,319,328.9,319,323.15,325.0334189,1909220,16427,620560304,503002,26.35,9.9,4.15
19-September-2018,325,328.95,317.8,318.5,321.4049499,1165307,9953,374535438,415087,35.62,11.15,-6.5
21-September-2018,286.65,286.65,210.1,227.05,246.9247576,20785936,191274,5132562208,5675110,27.3,76.55,-59.6
24-September-2018,236.2,238.75,216,226.25,227.505688,7963111,68139,1811653047,1963700,24.66,22.75,-9.95
25-September-2018,230.05,238.6,198.65,219.85,220.8430031,7821664,73686,1727359767,1355836,17.33,39.95,-10.2
26-September-2018,224.7,229.55,217,223.65,224.4932995,3825814,37048,858869608,757092,19.79,12.55,-1.05
27-September-2018,225.1,227,202,203.2,210.4302489,5797797,53523,1220031866,1599240,27.58,25,-21.9
28-September-2018,204,207.85,166.15,183.45,184.6585097,9307691,91211,1718744349,2046129,21.98,41.7,-20.55
1-October-2018,180,209.7,170,201.2,191.0270267,6950872,64202,1327804411,985976,14.18,39.7,21.2
3-October-2018,205,222.7,202.5,212.85,215.2639586,6022426,55034,1296411261,1151734,19.12,20.2,7.85
4-October-2018,210,220,205.1,215.15,214.580956,4605044,41495,988154744,659648,14.32,14.9,5.15
5-October-2018,215.75,218.4,203.5,206.2,212.0394035,3833592,33815,812872561,953503,24.87,14.9,-9.55
8-October-2018,210.9,227.65,207.2,220.8,217.9685787,5146801,42634,1121840899,995457,19.34,20.45,9.9
9-October-2018,226,233.55,222.3,224.1,227.8280648,3832817,32835,873223280,838131,21.87,11.25,-1.9
10-October-2018,229.5,237,219.6,234.05,229.6593299,4356229,34978,1000448633,701638,16.11,17.4,4.55
11-October-2018,225,268.45,217.2,240,242.2501353,7262800,61087,1759414283,1138984,15.68,51.25,15
12-October-2018,248.7,254.6,244.85,246.7,248.6000626,3881525,30294,964947358,809445,20.85,9.75,-2
15-October-2018,250,250.9,242,245.9,246.1253472,1942684,15086,478143774,286248,14.73,8.9,-4.1
16-October-2018,247.45,251.5,245.5,248.8,248.6301222,1322061,13344,328704188,271967,20.57,6,1.35
17-October-2018,253,254.8,228.85,231.75,236.9689952,3477301,34399,824012524,727523,20.92,25.95,-21.25
19-October-2018,227,230.45,213.1,217.7,219.7831383,4117468,45927,904950039,767037,18.63,17.35,-9.3
22-October-2018,223.8,223.8,208.65,211,212.5906158,2982409,26725,634032166,585377,19.63,15.15,-12.8
23-October-2018,209.4,216.6,206.7,213.65,212.591403,2485525,18823,528401247,345362,13.89,9.9,4.25
24-October-2018,217.2,220,202,204,208.1063682,3731246,26887,776496054,808018,21.66,18,-13.2
25-October-2018,202.8,207.5,195.15,198.35,201.7211935,5438084,41482,1096976795,952767,17.52,12.35,-4.45
26-October-2018,178.55,191.4,168.6,180.55,184.8507203,8444783,65795,1561024220,1740055,20.61,22.8,2
29-October-2018,184,185.85,174.85,181.25,179.6878652,5415741,43320,973142939,1251192,23.1,11,-2.75
30-October-2018,181.55,190,181,182.05,184.5629701,3726322,28855,687741056,1055344,28.32,9,0.5
31-October-2018,185.6,189.75,179.8,188.05,184.3875799,5624832,35311,1037149160,2016921,35.86,9.95,2.45
1-November-2018,192,205.15,189,203.75,200.0640678,6732631,43314,1346957545,1071213,15.91,16.15,11.75
2-November-2018,214,215.95,207.9,209.4,212.3299068,4852879,33085,1030411346,718542,14.81,8.05,-4.6
5-November-2018,209.8,212.35,206.25,210.35,209.3910723,2528443,16522,529433391,521865,20.64,6.1,0.55
6-November-2018,213.5,218,210.35,214.45,214.9481363,2475161,16727,532031244,420496,16.99,7.65,0.95
7-November-2018,217.15,218.45,215.5,216,216.358924,344201,4280,74470958,168187,48.86,2.95,-1.15
9-November-2018,215.6,229.4,213.15,227.85,223.8547812,4117958,27497,921824587,863693,20.97,16.25,12.25
12-November-2018,230,231.4,221.25,222.75,224.695581,3199485,21033,718910141,902999,28.22,10.15,-7.25
13-November-2018,222,226.9,220.05,225.6,224.3094515,1941047,13042,435395188,373977,19.27,6.85,3.6
14-November-2018,226.9,229.15,221.25,222.5,225.1785046,1952515,11355,439664408,504571,25.84,7.9,-4.4
15-November-2018,215,218,202.3,206,207.4300471,5692744,40030,1180846156,1676594,29.45,15.7,-9
16-November-2018,200.55,201.9,187.9,191.3,192.2919212,7598223,57545,1461076898,2413830,31.77,14,-9.25
19-November-2018,196.55,206,194.55,205.05,202.3468223,5722248,39906,1157878699,1089015,19.03,11.45,8.5
20-November-2018,198.55,199.65,191.25,192.55,194.6360254,6920742,44332,1347025716,1693422,24.47,8.4,-6
21-November-2018,196,200.75,195,198,198.0740188,3643844,23312,721750825,479579,13.16,5.75,2
22-November-2018,200.05,203.85,194.5,195.55,199.4065406,4158330,27508,829198200,785896,18.9,9.35,-4.5
26-November-2018,189,192,182.25,187.95,185.9910823,5718502,44692,1063590376,1442883,25.23,9.75,-1.05
27-November-2018,194,194,180.4,183.15,186.9227009,6215365,44403,1161792813,1606364,25.85,13.6,-10.85
28-November-2018,181,181.9,160.15,161.7,168.5224267,15499288,100812,2611977626,6040337,38.97,21.75,-19.3
29-November-2018,158,166.9,147,160.45,156.3336924,25791984,148587,4032156092,6044130,23.43,19.9,2.45
30-November-2018,164.5,171.25,160.45,169.65,168.42728,9876594,60313,1663487863,1442107,14.6,10.8,5.15
3-December-2018,174,179.55,165.4,178,173.2402421,9237440,53784,1600296342,1210987,13.11,14.15,4
4-December-2018,181,182.5,175.1,176.55,178.5436104,6694789,36476,1195311799,1378888,20.6,7.4,-4.45
5-December-2018,173.9,178.25,172.45,173.65,175.0655533,4401531,25891,770556460,655116,14.88,5.8,-0.25
6-December-2018,169.45,172.4,167.5,168.3,169.5419062,3892214,23092,659893381,676564,17.38,4.9,-1.15
7-December-2018,170,172.05,162.05,166.1,166.0338026,5668890,28599,941227363,811637,14.32,10,-3.9
10-December-2018,162,169.5,160.2,165.35,164.8554155,5176556,29048,853383290,917130,17.72,9.3,3.35
11-December-2018,164.3,179.7,163.7,177.4,174.0493929,8152897,41586,1419006773,1144718,14.04,16,13.1
12-December-2018,182.5,187.5,181.5,186.8,185.3609132,6370058,37266,1180759768,1459410,22.91,6,4.3
13-December-2018,193.9,194.3,172,174.7,183.7279574,10816982,60154,1987382008,2369878,21.91,22.3,-19.2
14-December-2018,173,181.6,168.3,180.35,177.0685613,7568002,41750,1340055226,1211352,16.01,13.3,7.35
17-December-2018,183,184.5,179.3,181.1,181.7582511,3292304,18391,598403417,757324,23,5.2,-1.9
18-December-2018,180,180.85,176.95,178.9,178.9951576,2709221,14986,484937440,739820,27.31,3.9,-1.1
19-December-2018,180.95,183.2,178.8,179.6,180.5190121,3155167,18286,569567630,707342,22.42,4.4,-1.35
20-December-2018,179,187.55,178,186.65,185.0413436,5743043,29408,1062700393,1439259,25.06,9.55,7.65
21-December-2018,187.15,188,180.95,182.9,183.8490506,3872522,20995,711959493,806895,20.84,7.05,-4.25
24-December-2018,184.4,185.4,181.5,182.1,183.0999162,3072564,16655,562586211,722551,23.52,3.9,-2.3
26-December-2018,182.2,182.6,174.25,179.45,177.5875101,4702760,24834,835151439,762635,16.22,8.35,-2.75
27-December-2018,183,183.55,177.3,178.55,180.4469217,3056625,14758,551558572,922706,30.19,6.25,-4.45
28-December-2018,180.05,183.2,180.05,181.55,181.9631752,1987194,11032,361596130,403372,20.3,3.15,1.5
31-December-2018,183.1,183.9,181,181.75,181.9572087,1430056,9132,260208998,279474,19.54,2.9,-1.35
1-January-2019,182.85,185.85,181.15,184.25,184.0756366,1886839,11464,347321090,373549,19.8,4.7,1.4
2-January-2019,183.75,187,182.6,184.65,185.1018673,2918777,14627,540271073,594118,20.36,4.4,0.9
3-January-2019,185.65,186,183.2,183.9,184.3837852,1923498,9261,354661842,531859,27.65,2.8,-1.75
4-January-2019,184.55,190.25,181.5,189.5,186.9703201,4487621,22695,839051935,1216054,27.1,8.75,4.95
7-January-2019,194.25,194.25,185.8,186.95,190.3876457,4132250,22527,786729349,885142,21.42,8.45,-7.3
8-January-2019,188,193.2,185,192.3,190.4659698,3799139,20160,723606694,1110326,29.23,8.2,4.3
9-January-2019,193.75,193.95,181.55,186.4,188.3324644,6069275,35137,1143041518,1377659,22.7,12.4,-7.35
10-January-2019,188,191,184.4,186.7,186.5193899,3795189,18974,707876337,1117597,29.45,6.6,-1.3
11-January-2019,188.4,190,182.9,183.95,185.3225705,3642798,17148,675092689,987580,27.11,7.1,-4.45
14-January-2019,185.1,198,182.4,195.4,193.011388,8281879,55813,1598496961,1836708,22.18,15.6,10.3
15-January-2019,196.4,205,196.05,202.95,202.3612662,6278204,41890,1270465311,1258728,20.05,8.95,6.55
16-January-2019,204.55,209.15,203.6,208.35,206.2594188,4749698,27040,979669949,1166491,24.56,5.55,3.8
17-January-2019,209.7,210,200.4,201.45,203.6920252,5551798,27622,1130856978,1549662,27.91,9.6,-8.25
18-January-2019,202.05,203,196.45,198.25,199.1983639,3973738,20500,791562108,714547,17.98,6.55,-3.8
21-January-2019,199,204,191.1,192.1,195.7669262,3516908,17886,688494269,794723,22.6,12.9,-6.9
22-January-2019,191.9,193.9,187.5,192.1,191.1290478,4039596,17984,772084137,1122582,27.79,6.4,0.2
23-January-2019,194.8,199.45,193.6,197.3,196.8366604,3782064,18140,744448847,533274,14.1,5.85,2.5
24-January-2019,198.8,234.9,189.1,213.85,208.893413,11803504,63915,2465674236,3240433,27.45,45.8,15.05
25-January-2019,224.5,236.3,218.1,219.65,227.0843956,14527540,81684,3298977640,2808917,19.34,18.2,-4.85
28-January-2019,222,223.2,206,207.65,211.7472146,5126005,29401,1085417281,920479,17.96,17.2,-14.35
29-January-2019,207.2,209.4,195.85,202.6,202.2738776,6449840,34297,1304634147,885596,13.73,13.55,-4.6
30-January-2019,210,213.55,198.5,199.4,202.636755,5905395,33244,1196650080,1071471,18.14,15.05,-10.6
31-January-2019,202,203.5,190.35,194.3,195.3259351,5224745,30860,1020528203,944809,18.08,13.15,-7.7
1-February-2019,197,197,181.5,185.65,189.8851743,6748777,39436,1281492697,1360701,20.16,15.5,-11.35
4-February-2019,185.6,185.6,175.45,179.9,180.1635589,5012988,30724,903157759,1025050,20.45,10.15,-5.7
5-February-2019,179.9,183.5,174.75,175.8,179.1564252,4953755,30475,887497037,1159307,23.4,8.75,-4.1
6-February-2019,178,179.9,172.6,176.3,175.5805204,4860263,22815,853367507,1344139,27.66,7.3,-1.7
7-February-2019,177.3,181.85,175.35,176.75,178.9646805,4214221,20623,754196715,914899,21.71,6.5,-0.55
8-February-2019,177,178.5,173.3,174.8,175.6639891,3017527,15612,530070830,705801,23.39,5.2,-2.2
11-February-2019,175.75,176.5,170.1,172.75,172.8879352,3399864,16645,587795467,1079811,31.76,6.4,-3
12-February-2019,173.7,176.1,171.75,172.35,174.1472841,2347559,12209,408821024,859205,36.6,4.35,-1.35
13-February-2019,174.1,174.75,167.65,169.05,170.7608741,2654597,19088,453301304,872814,32.88,7.1,-5.05
14-February-2019,185.95,223.7,185.95,221,210.9370966,19498115,131134,4112875767,4971518,25.5,37.75,35.05
15-February-2019,226.5,226.5,211.5,218.7,218.734773,11175022,60133,2444365900,968283,8.66,15,-7.8
18-February-2019,201.55,216.5,201,213.15,211.9768486,6393616,39246,1355298571,782507,12.24,15.5,11.6
19-February-2019,215,217.95,211.3,212.45,213.9907667,2511357,14966,537407210,319539,12.72,6.65,-2.55
20-February-2019,216.8,219.8,213.25,217.9,216.4627726,3509449,20079,759665061,606111,17.27,6.55,1.1
21-February-2019,219,219.1,214.2,215,215.3992994,2109252,12705,454331403,460087,21.81,4.9,-4
22-February-2019,214.9,223.5,213.4,221.95,220.5647181,4373798,22825,964705523,830459,18.99,10.1,7.05
25-February-2019,223.25,230.65,221.3,229.15,226.1330065,4118589,23159,931348913,729590,17.71,9.35,5.9
26-February-2019,223.7,234.4,220.1,229.6,227.8275036,6786540,34946,1546160466,925488,13.64,14.3,5.9
27-February-2019,233,236.9,223.7,228.1,230.4975607,7184663,37429,1656047296,1215528,16.92,13.2,-4.9
28-February-2019,229.85,232.7,227,231.2,230.238065,3007930,20346,692539983,573439,19.06,5.7,1.35
1-March-2019,234.6,238.35,234.5,237.4,236.4975407,3542926,19486,837893286,679464,19.18,3.85,2.8
5-March-2019,236.7,240.65,234.25,237.3,238.3236378,2612405,15122,622597863,476498,18.24,6.4,0.6
6-March-2019,238,240.65,233.15,235.25,236.3575314,2054424,11250,485578585,390399,19,7.5,-2.75
7-March-2019,236,236,228.8,231.8,231.7991921,1876789,11625,435038174,327288,17.44,7.2,-4.2
8-March-2019,231.8,234.95,229.55,232.4,232.6212048,1641103,11203,381755357,242277,14.76,5.4,0.6
11-March-2019,233,237.9,231.7,236.3,236.0505373,1813830,9155,428155546,361560,19.93,6.2,3.3
12-March-2019,237.1,239.15,235,235.7,237.1006684,1727325,8349,409549912,409107,23.68,4.15,-1.4
13-March-2019,236.45,247.5,232.75,244.35,242.6903859,5719826,27074,1388146779,1391046,24.32,14.75,7.9
14-March-2019,247,254,246.25,249.85,250.8547902,4428460,26234,1110900404,723296,16.33,7.75,2.85
15-March-2019,251.8,252.9,243.4,245.05,247.3985317,3411769,17405,844066641,756552,22.17,9.5,-6.75
18-March-2019,247.05,248.65,241.85,245.8,245.1928547,1923241,10938,471564951,329712,17.14,6.8,-1.25
19-March-2019,247,250.3,245,249,248.5008152,2345430,10926,582841267,463098,19.74,5.3,2
20-March-2019,249.45,253,246.45,252.15,250.6597433,2483669,12593,622555834,410608,16.53,6.55,2.7
22-March-2019,252.15,257.3,250.65,252.5,254.6711715,3515662,16822,895337760,581576,16.54,6.65,0.35
25-March-2019,250,250.35,246.1,247,247.8871162,2390077,10417,592469295,759010,31.76,4.25,-3
26-March-2019,248.1,254.9,247.5,253.7,250.8999906,2048658,10663,514008273,553693,27.03,7.4,5.6
27-March-2019,258.45,269.7,256.1,267.95,264.5010116,7038240,38738,1861621600,945449,13.43,13.6,9.5
28-March-2019,270,276.9,268.4,275.2,273.4267641,4194699,21994,1146942974,867743,20.69,8.5,5.2
29-March-2019,277.5,281.3,273.3,275.05,278.1978045,3258454,16090,906494749,719977,22.1,8,-2.45
1-April-2019,277,280,273.95,275.7,276.6009382,2815935,14669,778890263,516402,18.34,6.05,-1.3
2-April-2019,277.1,282,274.8,280.4,278.2174028,2167511,11238,603039281,366793,16.92,7.2,3.3
3-April-2019,283.2,285.9,272.3,273.75,279.6946982,2791294,16452,780710133,632266,22.65,13.6,-9.45
4-April-2019,274.95,274.95,265.4,268.15,268.9755337,3302828,24001,888379924,567502,17.18,9.55,-6.8
5-April-2019,270.8,274.15,264,267.1,269.1789844,2272489,13409,611706281,418304,18.41,10.15,-3.7
8-April-2019,267.2,268,258.25,260,263.1215267,1745526,11496,459285466,443100,25.38,9.75,-7.2
9-April-2019,262,271.95,258.85,270.6,266.2329605,3252689,20374,865973022,574423,17.66,13.1,8.6
10-April-2019,271,275,267.55,268.3,271.5315032,2298686,13503,624165665,415208,18.06,7.45,-2.7
11-April-2019,269,270.15,264.1,268.9,266.9155254,1934996,11403,516480474,338441,17.49,6.05,-0.1
12-April-2019,268.9,272,266,267.85,268.2813513,1732105,9660,464691470,395168,22.81,6,-1.05
15-April-2019,268.85,269.95,264.75,265.35,266.9184168,1196742,7511,319432480,290356,24.26,5.2,-3.5
16-April-2019,267.4,269.25,265.05,266.45,266.7986709,1231541,7087,328573502,372245,30.23,4.2,-0.95
18-April-2019,266.9,268,253.95,255.3,258.0832375,2800780,17934,722834370,636550,22.73,14.05,-11.6
22-April-2019,254.4,254.4,237,238.4,244.4608952,3517485,24133,859887532,887466,25.23,17.4,-16
23-April-2019,238.55,244.9,230.55,232.85,239.3070253,3791570,23776,907349338,761025,20.07,14.35,-5.7
24-April-2019,233,240.2,231.45,239.15,235.8597052,2815478,18245,664057811,670490,23.81,8.75,6.15
25-April-2019,241.4,250.15,236.5,237.7,244.2932075,4866697,29403,1188901020,992640,20.4,13.65,-3.7
26-April-2019,240.1,240.35,232,237.4,236.816936,3661642,25682,867138839,529675,14.47,8.35,-2.7
30-April-2019,213.7,213.7,165.3,168,173.9160227,20646532,163136,3590762727,6508105,31.52,48.4,-45.7
2-May-2019,163.3,178.05,160,173.8,172.9163093,9989831,71399,1727404707,2144756,21.47,18.05,10.5
3-May-2019,176.8,177.9,169.95,175.6,175.1408468,4189438,24560,733741719,842144,20.1,7.95,-1.2
6-May-2019,169.5,171.9,165.5,166.3,168.4707715,4312466,25974,726524474,1338518,31.04,6.4,-3.2
7-May-2019,168.5,169.95,163.55,164.55,166.1738895,3365142,19397,559198735,648689,19.28,6.4,-3.95
8-May-2019,165,166.55,160.05,160.75,162.3911909,2863778,17785,465052320,691204,24.14,6.5,-4.25
9-May-2019,158,171.45,156.75,170.3,166.5066463,5591828,35393,931076527,809780,14.48,14.7,12.3
10-May-2019,172.3,174.15,163.05,164,168.2817453,4421742,32410,744098461,733228,16.58,11.1,-8.3
13-May-2019,164.5,165.4,154,154.85,158.0903957,4665144,29480,737514461,1315013,28.19,11.4,-9.65
14-May-2019,155,158.65,151.5,156.15,155.2782308,4234736,24086,657562314,669125,15.8,7.15,1.15
15-May-2019,154.9,154.9,142.5,143.65,147.6518145,8203362,49719,1211241284,2434545,29.68,12.4,-11.25
16-May-2019,143.9,146,135,137.8,139.4735095,6454069,40306,900171654,1512811,23.44,11,-6.1
17-May-2019,141,145.95,133.05,134.55,139.1476582,9077790,50577,1263153220,1752647,19.31,12.9,-6.45
20-May-2019,142.05,144.9,137.2,143.6,141.5706343,6123297,35499,866879040,1087109,17.75,7.7,1.55
21-May-2019,144.95,145,138.6,141,140.8082818,4234819,20964,596297587,686995,16.22,6.4,-3.95
22-May-2019,140.9,141.55,135.45,137.7,137.9161484,5214954,26595,719226370,889935,17.06,6.1,-3.2
23-May-2019,143.4,150.75,138.75,139.8,144.4733984,9528256,42776,1376579525,1188188,12.47,12,-3.6
24-May-2019,140.55,142.85,139.5,141.3,141.0922312,3408304,16080,480885216,499800,14.66,3.35,0.75
27-May-2019,141.8,148.6,141,146.65,146.2607936,5087134,24436,744048256,820052,16.12,7.6,4.85
28-May-2019,148.75,154.9,148.1,152.6,152.4938868,6392279,29435,974783470,1122934,17.57,6.8,3.85
29-May-2019,153.95,156,150.7,151.7,153.2035751,3546219,17837,543293429,742453,20.94,5.3,-2.25
30-May-2019,150.35,156.45,149.8,154.55,154.1273473,5104696,20593,786773253,1378953,27.01,6.65,4.2
31-May-2019,156,157,147.2,147.95,151.3074579,5290357,20786,800470469,1042783,19.71,9.8,-8.05
3-June-2019,147.95,149.9,144.6,149.35,147.9738532,3188614,15607,471831500,509401,15.98,5.3,1.4
4-June-2019,148.75,153.8,148.6,152.75,152.3114325,3264001,16101,497144668,542732,16.63,5.2,4
6-June-2019,149.75,151.25,142.3,143.35,146.9118194,5978756,26747,878349922,1249089,20.89,8.95,-6.4
7-June-2019,143.4,145.5,136.25,139.95,140.7546104,5543739,27106,780306823,900046,16.24,9.25,-3.45
10-June-2019,142,145,132.5,135.9,137.1303653,6081287,28321,833929108,948839,15.6,12.5,-6.1
11-June-2019,135,143.55,133.55,139.3,139.3278191,5783013,25369,805734589,629105,10.88,10,4.3
12-June-2019,136.4,137.55,133.8,134.65,135.274083,4471405,26999,604865211,954828,21.35,3.75,-1.75
13-June-2019,130.8,130.8,116.1,117.2,121.6294495,14285099,73151,1737488727,3232208,22.63,14.7,-13.6
14-June-2019,118.2,121,113,115.35,116.3682274,11684367,49741,1359689076,1302563,11.15,8,-2.85
17-June-2019,117.75,118.3,113.8,116.2,116.0810907,5010034,23274,581570211,799767,15.96,4.5,-1.55
18-June-2019,116,117.45,107.1,109.3,112.1957577,8598028,36443,964662266,1115425,12.97,10.35,-6.7
19-June-2019,109,111.4,101.4,103.25,105.328063,9485233,39428,999061219,1110163,11.7,10,-5.75
20-June-2019,102.35,115.9,98.75,114.55,108.2647377,12294891,49403,1331103149,1063041,8.65,17.15,12.2
21-June-2019,114.65,116,108.3,109.55,110.8090637,7458204,29463,826436602,939115,12.59,7.7,-5.1
24-June-2019,111.25,113.95,108.9,111.95,111.6660939,5281511,21684,589765703,630873,11.94,5.05,0.7
25-June-2019,111,112.5,109.1,110.05,110.3384189,3596268,15081,396806525,561664,15.62,3.4,-0.95
26-June-2019,109.25,114.65,108.55,113.1,112.1300042,4805320,20204,538820552,663578,13.81,6.1,3.85
27-June-2019,113,114.55,111.8,112.4,112.882248,3587565,14568,404972402,496865,13.85,2.75,-0.6
28-June-2019,112.3,113,107.6,108.7,109.5600711,4515045,19392,494668651,741025,16.41,5.4,-3.6
1-July-2019,109.6,110.6,107.65,109.15,109.257035,3090525,12829,337661598,422304,13.66,2.95,-0.45
2-July-2019,108.5,108.5,99.9,100.85,102.692699,9194093,43358,944166225,2660747,28.94,8.6,-7.65
